Customer Name,Customer Name (Orders$1),Customer Segment,Customer Segment (Orders$1),Order Date,Order Date (Orders$1),Order ID,Order ID (Orders$1),Order Priority,Order Priority (Orders$1),Product Category,Product Category (Orders$1),Product Container,Product Container (Orders$1),Product Name,Product Name (Orders$1),Product Sub-Category,Product Sub-Category (Orders$1),Province,Province (Orders$1),Region,Region (Orders$1),Row ID,Row ID (Orders$1),Ship Date,Ship Date (Orders$1),Ship Mode,Ship Mode (Orders$1),Antecedent All Order IDs,Co-occurance Order IDs,Consequent All Order IDs,Discount,Discount (Orders$1),Donut,Number of Records,One,Order Quantity,Order Quantity (Orders$1),Product Base Margin,Product Base Margin (Orders$1),Profit,Profit (Orders$1),Sales,Sales (Orders$1),Shipping Cost,Shipping Cost (Orders$1),Unit Price,Unit Price (Orders$1)
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,59270,59270,High,High,Furniture,Technology,Jumbo Drum,Small Pack,"Global High-Back Leather Tilter, Burgundy","Memorex 4.7GB DVD-RAM, 3/Pack",Chairs & Chairmats,Computer Peripherals,Quebec,Nova Scotia,Quebec,Atlantic,8299,8300,1/11/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.01,0,1,1,5,47,0.74,0.42,-404.77,749.03,647.27,1597.02,70.2,1.99,122.99,31.78
Victoria Brennan,Victoria Brennan,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,56327,56327,Medium,Medium,Furniture,Office Supplies,Small Box,Jumbo Drum,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Avanti 4.4 Cu. Ft. Refrigerator,Office Furnishings,Appliances,Alberta,Alberta,West,West,7880,7879,1/12/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Express Air,Delivery Truck,,,,0.08,0.01,0,1,1,47,11,0.42,0.57,357.23,59.73,1276.73,2164.07,8.55,55.24,29.18,180.98
Victoria Brennan,Victoria Brennan,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,56327,56327,Medium,Medium,Office Supplies,Office Supplies,Small Box,Jumbo Drum,Xerox 1893,Avanti 4.4 Cu. Ft. Refrigerator,Paper,Appliances,Alberta,Alberta,West,West,7878,7879,1/12/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.05,0.01,0,1,1,42,11,0.36,0.57,331.56,59.73,1767.47,2164.07,17.48,55.24,40.99,180.98
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,59270,59270,High,High,Office Supplies,Technology,Small Box,Jumbo Box,Letter Size Cart,Panasonic KX-P3626 Dot Matrix Printer,Storage & Organization,Office Machines,Nova Scotia,Nova Scotia,Atlantic,Atlantic,8298,8297,1/12/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.01,0.01,0,1,1,14,48,0.56,0.59,453.03,8788.81,2138.63,25312,19.99,16.63,142.86,517.48
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,59270,59270,High,High,Office Supplies,Technology,Small Box,Small Pack,Letter Size Cart,"Memorex 4.7GB DVD-RAM, 3/Pack",Storage & Organization,Computer Peripherals,Nova Scotia,Nova Scotia,Atlantic,Atlantic,8298,8300,1/12/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.01,0,1,1,14,47,0.56,0.42,453.03,749.03,2138.63,1597.02,19.99,1.99,142.86,31.78
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,59270,59270,High,High,Technology,Technology,Small Pack,Jumbo Box,"Memorex 4.7GB DVD-RAM, 3/Pack",Panasonic KX-P3626 Dot Matrix Printer,Computer Peripherals,Office Machines,Nova Scotia,Nova Scotia,Atlantic,Atlantic,8300,8297,1/13/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.01,0.01,0,1,1,47,48,0.42,0.59,749.03,8788.81,1597.02,25312,1.99,16.63,31.78,517.48
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,1/11/2010 12:00:00 AM,1/11/2010 12:00:00 AM,59270,59270,High,High,Technology,Technology,Jumbo Box,Small Pack,Panasonic KX-P3626 Dot Matrix Printer,"Memorex 4.7GB DVD-RAM, 3/Pack",Office Machines,Computer Peripherals,Nova Scotia,Nova Scotia,Atlantic,Atlantic,8297,8300,1/13/2010 12:00:00 AM,1/13/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.01,0.01,0,1,1,48,47,0.59,0.42,8788.81,749.03,25312,1597.02,16.63,1.99,517.48,31.78
Clytie Kelty,Clytie Kelty,Small Business,Small Business,1/12/2010 12:00:00 AM,1/12/2010 12:00:00 AM,19494,19494,High,High,Office Supplies,Furniture,Small Pack,Small Pack,Rogers Handheld Barrel Pencil Sharpener,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Pens & Art Supplies,Office Furnishings,Ontario,Ontario,Ontario,Ontario,2695,2694,1/15/2010 12:00:00 AM,1/14/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.03,0.05,0,1,1,2,39,0.58,0.41,-6.79,195.71,8.87,857.32,3.5,8.99,2.74,22.23
Clytie Kelty,Clytie Kelty,Small Business,Small Business,1/12/2010 12:00:00 AM,1/12/2010 12:00:00 AM,19494,19494,High,High,Furniture,Office Supplies,Small Pack,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Rogers Handheld Barrel Pencil Sharpener,Office Furnishings,Pens & Art Supplies,Ontario,Ontario,Ontario,Ontario,2694,2695,1/14/2010 12:00:00 AM,1/15/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.03,0,1,1,39,2,0.41,0.58,195.71,-6.79,857.32,8.87,8.99,3.5,22.23,2.74
Dave Poirier,Dave Poirier,Small Business,Small Business,1/13/2010 12:00:00 AM,1/13/2010 12:00:00 AM,12580,12580,Low,Low,Office Supplies,Office Supplies,Wrap Bag,Small Box,Newell 342,Ibico EB-19 Dual Function Manual Binding System,Pens & Art Supplies,Binders and Binder Accessories,Quebec,Yukon,Quebec,Yukon,1754,1755,1/15/2010 12:00:00 AM,1/15/2010 12:00:00 AM,Regular Air,Regular Air,,,12580,0.04,0.1,0,1,1,43,50,0.56,0.39,-115.53,2821.405,140.72,8038.08,3.97,19.99,3.28,172.99
Dave Poirier,Dave Poirier,Small Business,Small Business,1/13/2010 12:00:00 AM,1/13/2010 12:00:00 AM,12580,12580,Low,Low,Office Supplies,Office Supplies,Small Box,Wrap Bag,Ibico EB-19 Dual Function Manual Binding System,Newell 342,Binders and Binder Accessories,Pens & Art Supplies,Yukon,Quebec,Yukon,Quebec,1755,1754,1/15/2010 12:00:00 AM,1/15/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.04,0,1,1,50,43,0.39,0.56,2821.405,-115.53,8038.08,140.72,19.99,3.97,172.99,3.28
Luke Schmidt,Luke Schmidt,Home Office,Home Office,1/15/2010 12:00:00 AM,1/15/2010 12:00:00 AM,2852,2852,Critical,Critical,Technology,Office Supplies,Small Box,Small Box,282,Xerox 217,Telephones and Communication,Paper,Saskachewan,Saskachewan,Prarie,Prarie,427,426,1/16/2010 12:00:00 AM,1/15/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.06,0.02,0,1,1,42,10,0.56,0.37,1025.451,-43.97,3931.318,74.87,4.23,8.19,115.99,6.48
Luke Schmidt,Luke Schmidt,Home Office,Home Office,1/15/2010 12:00:00 AM,1/15/2010 12:00:00 AM,2852,2852,Critical,Critical,Office Supplies,Technology,Small Box,Small Box,Xerox 217,282,Paper,Telephones and Communication,Saskachewan,Saskachewan,Prarie,Prarie,426,427,1/15/2010 12:00:00 AM,1/16/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.06,0,1,1,10,42,0.37,0.56,-43.97,1025.451,74.87,3931.318,8.19,4.23,6.48,115.99
Erica Hackney,Erica Hackney,Small Business,Small Business,1/15/2010 12:00:00 AM,1/15/2010 12:00:00 AM,15079,15079,Medium,Medium,Technology,Office Supplies,Small Box,Small Box,Logitech Cordless Navigator Duo,Xerox 1917,Computer Peripherals,Paper,Ontario,Ontario,Ontario,Ontario,2110,2111,1/18/2010 12:00:00 AM,1/16/2010 12:00:00 AM,Regular Air,Regular Air,,,,0,0.01,0,1,1,45,23,0.48,0.38,1276.25,468.19,3753.42,1130.79,7.18,5.97,80.98,48.91
Erica Hackney,Erica Hackney,Small Business,Small Business,1/15/2010 12:00:00 AM,1/15/2010 12:00:00 AM,15079,15079,Medium,Medium,Office Supplies,Technology,Small Box,Small Box,Xerox 1917,Logitech Cordless Navigator Duo,Paper,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,2111,2110,1/16/2010 12:00:00 AM,1/18/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0,0,1,1,23,45,0.38,0.48,468.19,1276.25,1130.79,3753.42,5.97,7.18,48.91,80.98
Doug Bickford,Doug Bickford,Corporate,Corporate,1/16/2010 12:00:00 AM,1/16/2010 12:00:00 AM,26182,26182,Not Specified,Not Specified,Furniture,Furniture,Jumbo Box,Jumbo Drum,Bush Mission Pointe Library,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Bookcases,Chairs & Chairmats,Northwest Territories,Ontario,Northwest Territories,Ontario,3658,3659,1/19/2010 12:00:00 AM,1/16/2010 12:00:00 AM,Delivery Truck,Delivery Truck,,,,0.01,0.08,0,1,1,30,4,0.65,0.58,-549.27,-192.51,4684.9,770.76,66.27,23.76,150.98,200.98
Patrick Ryan,Patrick Ryan,Corporate,Corporate,1/16/2010 12:00:00 AM,1/16/2010 12:00:00 AM,8642,8642,High,High,Office Supplies,Office Supplies,Small Box,Small Box,Avery 503,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Labels,Binders and Binder Accessories,Saskachewan,Saskachewan,Prarie,Prarie,1181,1180,1/17/2010 12:00:00 AM,1/17/2010 12:00:00 AM,Regular Air,Regular Air,,,8642,0.04,0.09,0,1,1,13,26,0.37,0.4,49.69,-76.1415,133.04,151.05,0.99,5.59,10.35,5.8
Patrick Ryan,Patrick Ryan,Corporate,Corporate,1/16/2010 12:00:00 AM,1/16/2010 12:00:00 AM,8642,8642,High,High,Office Supplies,Office Supplies,Small Box,Small Box,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Avery 503,Binders and Binder Accessories,Labels,Saskachewan,Saskachewan,Prarie,Prarie,1180,1181,1/17/2010 12:00:00 AM,1/17/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.04,0,1,1,26,13,0.4,0.37,-76.1415,49.69,151.05,133.04,5.59,0.99,5.8,10.35
Doug Bickford,Doug Bickford,Corporate,Corporate,1/16/2010 12:00:00 AM,1/16/2010 12:00:00 AM,26182,26182,Not Specified,Not Specified,Furniture,Furniture,Jumbo Drum,Jumbo Box,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Bush Mission Pointe Library,Chairs & Chairmats,Bookcases,Ontario,Northwest Territories,Ontario,Northwest Territories,3659,3658,1/16/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Delivery Truck,Delivery Truck,,,,0.08,0.01,0,1,1,4,30,0.58,0.65,-192.51,-549.27,770.76,4684.9,23.76,66.27,200.98,150.98
Bobby Elias,Bobby Elias,Small Business,Small Business,1/17/2010 12:00:00 AM,1/17/2010 12:00:00 AM,55139,55139,Not Specified,Not Specified,Office Supplies,Office Supplies,Wrap Bag,Small Pack,Crayola Colored Pencils,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Pens & Art Supplies,"Scissors, Rulers and Trimmers",Nova Scotia,British Columbia,Atlantic,West,7691,7692,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.04,0,1,1,26,41,0.52,0.56,9.32,-81.55,85.71,576.58,0.98,7.59,3.28,13.9
Bobby Elias,Bobby Elias,Small Business,Small Business,1/17/2010 12:00:00 AM,1/17/2010 12:00:00 AM,55139,55139,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Pack,Wrap Bag,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Crayola Colored Pencils,"Scissors, Rulers and Trimmers",Pens & Art Supplies,British Columbia,Nova Scotia,West,Atlantic,7692,7691,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.08,0,1,1,41,26,0.56,0.52,-81.55,9.32,576.58,85.71,7.59,0.98,13.9,3.28
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Technology,Office Supplies,Jumbo Box,Small Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Office Machines,Binders and Binder Accessories,British Columbia,Alberta,West,West,4942,4941,1/19/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Delivery Truck,Regular Air,,,35139,0.05,0.02,0,1,1,3,29,0.57,0.39,-8389.4709,53.0485,10380.34,264.78,8.73,2.99,3502.14,8.69
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Technology,Small Box,Jumbo Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Binders and Binder Accessories,Office Machines,Alberta,British Columbia,West,West,4941,4942,1/19/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.02,0.05,0,1,1,29,3,0.39,0.57,53.0485,-8389.4709,264.78,10380.34,2.99,8.73,8.69,3502.14
Sam Craven,Sam Craven,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,39267,39267,High,High,Furniture,Office Supplies,Small Box,Medium Box,"Seth Thomas 13 1/2"" Wall Clock",Eldon Portable Mobile Manager,Office Furnishings,Storage & Organization,Saskachewan,Saskachewan,Prarie,Prarie,5543,5544,1/20/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.09,0,1,1,26,46,0.54,0.58,85.48,-233.14,430.33,1221.47,5.03,13.99,17.78,28.28
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Office Supplies,Small Box,Small Box,Portable Personal File Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Storage & Organization,Binders and Binder Accessories,British Columbia,Alberta,West,West,4944,4941,1/20/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Regular Air,Regular Air,,,35139,0.07,0.02,0,1,1,32,29,0.58,0.39,-14.98,53.0485,389.98,264.78,4.81,2.99,12.21,8.69
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Office Supplies,Small Pack,Small Box,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Pens & Art Supplies,Binders and Binder Accessories,British Columbia,Alberta,West,West,4943,4941,1/20/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Regular Air,Regular Air,,,35139,0.05,0.02,0,1,1,25,29,0.56,0.39,76.87,53.0485,854.9,264.78,8.99,2.99,34.58,8.69
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Technology,Small Box,Jumbo Box,Portable Personal File Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Storage & Organization,Office Machines,British Columbia,British Columbia,West,West,4944,4942,1/20/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.07,0.05,0,1,1,32,3,0.58,0.57,-14.98,-8389.4709,389.98,10380.34,4.81,8.73,12.21,3502.14
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Technology,Small Pack,Jumbo Box,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Pens & Art Supplies,Office Machines,British Columbia,British Columbia,West,West,4943,4942,1/20/2010 12:00:00 AM,1/19/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.05,0.05,0,1,1,25,3,0.56,0.57,76.87,-8389.4709,854.9,10380.34,8.99,8.73,34.58,3502.14
Sam Craven,Sam Craven,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,39267,39267,High,High,Office Supplies,Furniture,Medium Box,Small Box,Eldon Portable Mobile Manager,"Seth Thomas 13 1/2"" Wall Clock",Storage & Organization,Office Furnishings,Saskachewan,Saskachewan,Prarie,Prarie,5544,5543,1/19/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.08,0,1,1,46,26,0.58,0.54,-233.14,85.48,1221.47,430.33,13.99,5.03,28.28,17.78
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Office Supplies,Small Box,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Portable Personal File Box,Binders and Binder Accessories,Storage & Organization,Alberta,British Columbia,West,West,4941,4944,1/19/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.07,0,1,1,29,32,0.39,0.58,53.0485,-14.98,264.78,389.98,2.99,4.81,8.69,12.21
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Office Supplies,Small Box,Small Pack,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Binders and Binder Accessories,Pens & Art Supplies,Alberta,British Columbia,West,West,4941,4943,1/19/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.05,0,1,1,29,25,0.39,0.56,53.0485,76.87,264.78,854.9,2.99,8.99,8.69,34.58
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Technology,Office Supplies,Jumbo Box,Small Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Portable Personal File Box,Office Machines,Storage & Organization,British Columbia,British Columbia,West,West,4942,4944,1/19/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.05,0.07,0,1,1,3,32,0.57,0.58,-8389.4709,-14.98,10380.34,389.98,8.73,4.81,3502.14,12.21
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Technology,Office Supplies,Jumbo Box,Small Pack,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Machines,Pens & Art Supplies,British Columbia,British Columbia,West,West,4942,4943,1/19/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.05,0.05,0,1,1,3,25,0.57,0.56,-8389.4709,76.87,10380.34,854.9,8.73,8.99,3502.14,34.58
Chad Sievert,Chad Sievert,Corporate,Corporate,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,50048,50048,High,High,Office Supplies,Office Supplies,Wrap Bag,Small Pack,DIXON Oriole® Pencils,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Pens & Art Supplies,"Scissors, Rulers and Trimmers",Manitoba,Manitoba,Prarie,Prarie,7009,7010,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.05,0,1,1,14,1,0.59,0.58,-9.19,-11.02,35.48,15,1.3,8.37,2.58,6.84
Chad Sievert,Chad Sievert,Corporate,Corporate,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,50048,50048,High,High,Office Supplies,Office Supplies,Small Pack,Wrap Bag,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",DIXON Oriole® Pencils,"Scissors, Rulers and Trimmers",Pens & Art Supplies,Manitoba,Manitoba,Prarie,Prarie,7010,7009,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.09,0,1,1,1,14,0.58,0.59,-11.02,-9.19,15,35.48,8.37,1.3,6.84,2.58
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Office Supplies,Small Pack,Small Box,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Portable Personal File Box,Pens & Art Supplies,Storage & Organization,British Columbia,British Columbia,West,West,4943,4944,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.07,0,1,1,25,32,0.56,0.58,76.87,-14.98,854.9,389.98,8.99,4.81,34.58,12.21
Lauren Leatherbury,Lauren Leatherbury,Home Office,Home Office,1/18/2010 12:00:00 AM,1/18/2010 12:00:00 AM,35139,35139,High,High,Office Supplies,Office Supplies,Small Box,Small Pack,Portable Personal File Box,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Storage & Organization,Pens & Art Supplies,British Columbia,British Columbia,West,West,4944,4943,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.05,0,1,1,32,25,0.58,0.56,-14.98,76.87,389.98,854.9,4.81,8.99,12.21,34.58
Rob Dowd,Rob Dowd,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,29185,29185,High,High,Furniture,Office Supplies,Large Box,Small Box,Westinghouse Clip-On Gooseneck Lamps,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Furnishings,Appliances,British Columbia,British Columbia,West,West,4092,4091,1/22/2010 12:00:00 AM,1/21/2010 12:00:00 AM,Express Air,Regular Air,,,,0.04,0.03,0,1,1,48,8,0.59,0.56,-261.45,-6.37,446.53,468.49,10.16,13.22,8.37,56.96
Rob Dowd,Rob Dowd,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,29185,29185,High,High,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 1893,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Paper,Appliances,British Columbia,British Columbia,West,West,4093,4091,1/22/2010 12:00:00 AM,1/21/2010 12:00:00 AM,Express Air,Regular Air,,,,0.02,0.03,0,1,1,5,8,0.36,0.56,-25.31,-6.37,217.85,468.49,17.48,13.22,40.99,56.96
Lena Radford,Lena Radford,Small Business,Small Business,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,55398,55398,Medium,Medium,Office Supplies,Office Supplies,Large Box,Wrap Bag,Hoover Portapower™ Portable Vacuum,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Appliances,Pens & Art Supplies,Ontario,Ontario,Ontario,Ontario,7737,7736,1/22/2010 12:00:00 AM,1/21/2010 12:00:00 AM,Regular Air,Regular Air,55398,,,0.07,0.04,0,1,1,24,21,0.6,0.57,-1085.52,2.38,154.99,46.42,49,0.7,4.48,2.1
Rob Dowd,Rob Dowd,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,29185,29185,High,High,Office Supplies,Furniture,Small Box,Large Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Westinghouse Clip-On Gooseneck Lamps,Appliances,Office Furnishings,British Columbia,British Columbia,West,West,4091,4092,1/21/2010 12:00:00 AM,1/22/2010 12:00:00 AM,Regular Air,Express Air,29185,,,0.03,0.04,0,1,1,8,48,0.56,0.59,-6.37,-261.45,468.49,446.53,13.22,10.16,56.96,8.37
Rob Dowd,Rob Dowd,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,29185,29185,High,High,Office Supplies,Office Supplies,Small Box,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Xerox 1893,Appliances,Paper,British Columbia,British Columbia,West,West,4091,4093,1/21/2010 12:00:00 AM,1/22/2010 12:00:00 AM,Regular Air,Express Air,29185,,,0.03,0.02,0,1,1,8,5,0.56,0.36,-6.37,-25.31,468.49,217.85,13.22,17.48,56.96,40.99
Lena Radford,Lena Radford,Small Business,Small Business,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,55398,55398,Medium,Medium,Office Supplies,Office Supplies,Wrap Bag,Large Box,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Hoover Portapower™ Portable Vacuum,Pens & Art Supplies,Appliances,Ontario,Ontario,Ontario,Ontario,7736,7737,1/21/2010 12:00:00 AM,1/22/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.07,0,1,1,21,24,0.57,0.6,2.38,-1085.52,46.42,154.99,0.7,49,2.1,4.48
Rob Dowd,Rob Dowd,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,29185,29185,High,High,Office Supplies,Furniture,Small Box,Large Box,Xerox 1893,Westinghouse Clip-On Gooseneck Lamps,Paper,Office Furnishings,British Columbia,British Columbia,West,West,4093,4092,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,Express Air,Express Air,,,,0.02,0.04,0,1,1,5,48,0.36,0.59,-25.31,-261.45,217.85,446.53,17.48,10.16,40.99,8.37
Rob Dowd,Rob Dowd,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,29185,29185,High,High,Furniture,Office Supplies,Large Box,Small Box,Westinghouse Clip-On Gooseneck Lamps,Xerox 1893,Office Furnishings,Paper,British Columbia,British Columbia,West,West,4092,4093,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,Express Air,Express Air,,,,0.04,0.02,0,1,1,48,5,0.59,0.36,-261.45,-25.31,446.53,217.85,10.16,17.48,8.37,40.99
John Dryer,John Dryer,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,25155,25155,Low,Low,Furniture,Office Supplies,Large Box,Small Box,Luxo Economy Swing Arm Lamp,Xerox 1952,Office Furnishings,Paper,Saskachewan,Saskachewan,Prarie,Prarie,3534,3536,1/27/2010 12:00:00 AM,1/25/2010 12:00:00 AM,Regular Air,Express Air,,,,0,0.01,0,1,1,48,3,0.57,0.38,-180.45,-1.74,1038.99,30.37,14.87,5.49,19.94,4.98
